target_id	length	eff_length	est_counts	tpm
evm.model.03.487	510	447	0	0
evm.model.03.1358	1113	801.333	0	0
evm.model.02.2429	282	219	126	632.41
evm.model.06.12	270	207	0	0
evm.model.05.1857	1768	1456.33	3	2.26429
evm.model.ctgX4.4	439	376	0	0
evm.model.06.394	354	291	0	0
evm.model.01.1200	1265	953.333	14	16.1419
evm.model.09.1343	936	624.333	7	12.3241
evm.model.01.262	1257	945.333	67	77.9044
novel_model_6630_5bd9a17a	718	655	0	0
evm.model.08.760	279	216	0	0
evm.model.02.1408	393	330	0	0
evm.model.07.103	708	645	0	0
evm.model.09.1354	993	681.333	46	74.2114
evm.model.04.1391	1599	1287.33	0	0
evm.model.04.259	1206	894.333	47	57.7658
evm.model.07.352	1105	793.333	60	83.1319
evm.model.02.2796	1179	867.333	0	0
novel_model_5765_5bd9a17a	1644	1332.33	7.99398	6.59512
evm.model.02.2001	1802	1490.33	1	0.737545
evm.model.02.2001.1.5bdae6e2	1960	1648.33	0	0
evm.model.01.589	1515	1203.33	0	0
evm.model.04.1847	291	228	0	0
evm.model.04.1425	2065	1753.33	51	31.9726
evm.model.04.1425.1.5bd9b138	1838	1526.33	0	0
evm.model.03.556	558	495	0	0
evm.model.10.698	2789	2477.33	14	6.21178
evm.model.07.1694	732	669	0	0
novel_model_2166_5bd9a17a	1280	968.333	0	0
novel_model_2167_5bd9a17a.1.5bd9b136	1442	1130.33	28	27.2285
evm.model.ctgX47.3	1833	1521.33	22.8013	16.4743
evm.model.ctgX47.3.1.5bd9b13d	4210	3898.33	9.21092	2.59715
evm.model.05.886	279	216	0	0
evm.model.02.2065	1953	1641.33	1.33185	0.891932
evm.model.02.2065.1.5bd9b136	1449	1137.33	29.6681	28.6731
novel_model_6569_5bd9a17a	777	714	3	4.61844
evm.model.06.1432	1347	1035.33	3	3.18503
evm.model.05.1191	2379	2067.33	200	106.339
novel_model_7212_5bd9a17a	1177	865.333	46.0828	58.5367
novel_model_7213_5bd9a17a.1.5bd9b13d	1008	696.333	10.9172	17.2332
evm.model.09.1315	1569	1257.33	0	0
evm.model.10.657	1438	1126.33	0	0
evm.model.08.1622	648	585	0	0
evm.model.01.2570	582	519	0	0
evm.model.04.484	687	624	0	0
evm.model.07.351	1476	1164.33	1	0.94405
evm.model.09.1395	3345	3033.33	3	1.08711
evm.model.02.802	2547	2235.33	1	0.491734
evm.model.10.1668	678	615	0	0
evm.model.04.2391	1509	1197.33	1	0.918031
novel_model_63_5bd9a17a	751	688	8.24084	13.166
evm.model.06.1951	1158	846.333	110	142.864
evm.model.03.595	1560	1248.33	24	21.1326
evm.model.02.1077	375	312	0	0
evm.model.06.119.1.5bd9b139	2034	1722.33	28.9955	18.5049
evm.model.06.119	1737	1425.33	60.0045	46.2743
evm.model.05.103.2.5bdae6d8	1757	1445.33	0.221912	0.168766
evm.model.05.103	2356	2044.33	0	0
evm.model.05.103.1.5bd9b139	1069	757.333	0	0
evm.model.05.103.3.5bdae6d8	2018	1706.33	0	0
evm.model.05.103.1.5bdae6d8	1755	1443.33	0.778088	0.592563
novel_model_1458_5bd9a17a.1.5bd9b135	732	669	1.91569	3.14754
novel_model_1457_5bd9a17a	2652	2340.33	59.1659	27.7886
novel_model_1459_5bd9a17a.3.5bd9b135	2174	1862.33	6.91838	4.08337
novel_model_1460_5bd9a17a.2.5bd9b135	972	660.333	0	0
evm.model.06.1767	1533	1221.33	28	25.1997
evm.model.01.540.1.5bdae6db	2840	2528.33	100	43.4748
evm.model.01.540	3309	2997.33	0	0
evm.model.03.2082	3180	2868.33	23.3268	8.93918
novel_model_5571_5bd9a17a	1482	1170.33	1	0.93921
evm.model.01.649	609	546	7	14.0922
novel_model_3887_5bd9a17a	1436	1124.33	0	0
evm.model.04.1579	1422	1110.33	2	1.97993
novel_model_6662_5bd9a17a	790	727	9	13.6076
evm.model.06.998	3723	3411.33	0	0
evm.model.03.1538	1761	1449.33	0	0
evm.model.06.696	2454	2142.33	7	3.59156
evm.model.07.587	357	294	0	0
evm.model.02.1067	1438	1126.33	50	48.795
evm.model.01.3041	1170	858.333	0	0
evm.model.05.134	3471	3159.33	57	19.8313
evm.model.03.874	1077	765.333	0	0
evm.model.01.276	2009	1697.33	70.6825	45.7738
evm.model.01.276.1.5bd9b134	1927	1615.33	0	0
evm.model.02.582	369	306	0	0
evm.model.04.180	444	381	1	2.88501
evm.model.03.1171	1602	1290.33	0	0
evm.model.09.549	375	312	40	140.922
evm.model.06.434	3822	3510.33	0	0
evm.model.03.327	597	534	0.5	1.0292
evm.model.06.663	840	528.333	1	2.08048
novel_model_1775_5bd9a17a	921	609.333	0	0
evm.model.05.1854	492	429	0	0
evm.model.02.2416	3024	2712.33	105	42.5519
evm.model.03.324	4326	4014.33	0	0
novel_model_6690_5bd9a17a	637	574	0	0
evm.model.08.76	1977	1665.33	101	66.6642
evm.model.06.2057	972	660.333	22	36.6211
evm.model.05.139	852	540.333	0	0
evm.model.02.806	282	219	0	0
evm.model.04.2203	1014	702.333	9.5	14.868
evm.model.07.48	1062	750.333	17	24.9039
evm.model.02.352	977	665.333	0	0
evm.model.04.817	252	189	0	0
evm.model.07.1346	408	345	0	0
evm.model.04.339	1077	765.333	1	1.43622
evm.model.03.1942	3246	2934.33	3.57319	1.3385
evm.model.03.1061	855	543.333	0	0
evm.model.01.1749	552	489	0	0
evm.model.05.598	705	642	0	0
evm.model.02.2558	891	579.333	1	1.89733
evm.model.01.2344	288	225	0	0
evm.model.02.528	1461	1149.33	5	4.78185
evm.model.08.302	513	450	0	0
evm.model.09.476	396	333	0	0
evm.model.05.1105	612	549	0	0
evm.model.09.1601	3813	3501.33	101	31.7074
evm.model.09.759	414	351	0	0
evm.model.03.699	636	573	0	0
evm.model.03.1493	807	744	0	0
evm.model.ctgX3.11	1863	1551.33	0	0
evm.model.09.550	768	705	0	0
evm.model.08.1856	360	297	59	218.357
evm.model.04.1671.1.5bd9b138	1764	1452.33	0	0
evm.model.04.1671	1611	1299.33	0	0
evm.model.04.2079	207	144	1	7.63325
evm.model.09.177	1236	924.333	0	0
evm.model.02.1323.1.5bd9b135	2968	2656.33	0	0
evm.model.02.1323.2.5bd9b135	2446	2134.33	0	0
evm.model.02.1323	2886	2574.33	1210.59	516.899
evm.model.06.189.1.5bd9b139	2278	1966.33	9	5.03104
evm.model.06.189	2384	2072.33	0	0
evm.model.01.800	1077	765.333	0	0
evm.model.02.1302	1698	1386.33	76	60.2585
evm.model.09.295	1209	897.333	0	0
evm.model.02.2783	249	186	0	0
evm.model.10.836	912	600.333	5	9.15482
evm.model.09.1688	408	345	0	0
evm.model.03.666	1495	1183.33	87.7353	81.4966
evm.model.03.666.1.5bd9b137	1515	1203.33	6.26469	5.7225
evm.model.03.666.3.5bd9b137	1040	728.333	0	0
evm.model.03.666.2.5bd9b137	1438	1126.33	0	0
evm.model.04.1509	732	669	0	0
evm.model.02.1086	1575	1263.33	21	18.2715
evm.model.05.3	414	351	17	53.2371
evm.model.10.1640	1353	1041.33	2	2.11112
evm.model.07.1221	1185	873.333	0	0
evm.model.07.1221.2.5bd9b13c	1455	1143.33	2.8277	2.71852
evm.model.07.1221.1.5bd9b13c	802	739	0.1723	0.256279
novel_model_3882_5bd9a17a	1242	930.333	13.6003	16.0688
evm.model.10.1787	1413	1101.33	7	6.98637
evm.model.01.1203	879	567.333	12	23.2496
evm.model.09.514	768	705	3	4.6774
evm.model.01.1864	405	342	0	0
evm.model.04.211	1209	897.333	33	40.4234
evm.model.04.465	225	162	0	0
novel_model_2540_5bd9a17a	2176	1864.33	32	18.8668
evm.model.07.1326	1931	1619.33	29	19.6849
evm.model.03.396	1888	1576.33	129	89.9526
evm.model.03.396.1.5bdae6db	2063	1751.33	0	0
evm.model.09.1119	2535	2223.33	72	35.5959
evm.model.04.2441	213	150	1	7.32792
evm.model.05.948	579	516	0	0
evm.model.10.2003	621	558	0	0
evm.model.09.1339	216	153	0	0
evm.model.10.1061	2506	2194.33	38	19.035
evm.model.ctgX1.8	1951	1639.33	4	2.68204
evm.model.03.615	312	249	55	242.793
novel_model_473_5bd9a17a	1562	1250.33	1.79692	1.5797
evm.model.04.1608	585	522	0	0
evm.model.08.1465	621	558	0	0
novel_model_5156_5bd9a17a	734	671	0	0
evm.model.10.1477	357	294	0	0
evm.model.01.623.1.5bd9b134	1663	1351.33	28.4666	23.155
evm.model.01.623	1698	1386.33	425.533	337.395
evm.model.10.1317	723	660	0	0
evm.model.08.1956	1812	1500.33	1	0.73263
novel_model_954_5bd9a17a	1688	1376.33	7.55551	6.0341
evm.model.10.586	1968	1656.33	4	2.65451
evm.model.06.1195	714	651	0	0
evm.model.10.760	843	531.333	0	0
evm.model.09.401	480	417	0	0
novel_model_3983_5bd9a17a.1.5bd9b139	742	679	34.5906	55.9964
novel_model_3982_5bd9a17a	814	502.333	37.4094	81.858
novel_model_272_5bda875f	1777	1465.33	2.31788	1.73871
novel_model_274_5bda875f.2.5bdae6db	662	599	0	0
novel_model_273_5bda875f.1.5bdae6db	909	597.333	0	0
evm.model.01.2263	1135	823.333	0	0
evm.model.01.2263.1.5bd9b136	1225	913.333	0	0
evm.model.04.2364	1590	1278.33	32	27.5155
evm.model.06.824	1017	705.333	0	0
evm.model.10.1958	741	678	60	97.2733
evm.model.06.1161	5289	4977.33	58	12.8087
evm.model.07.528	402	339	0	0
evm.model.04.2457	645	582	33	62.3251
evm.model.04.1197	336	273	0	0
evm.model.10.1927	990	678.333	17	27.5472
evm.model.07.1710	1416	1104.33	466	463.829
evm.model.10.979	4482	4170.33	38	10.0158
evm.model.04.2383	1899	1587.33	6	4.15485
evm.model.07.358	390	327	0	0
evm.model.10.1290	3371	3059.33	24	8.62297
evm.model.01.1522	4953	4641.33	23	5.447
evm.model.06.1209	1023	711.333	0	0
evm.model.06.2049	1605	1293.33	0	0
novel_model_6175_5bd9a17a	877	565.333	28	54.4409
evm.model.10.154	3249	2937.33	32	11.9748
evm.model.03.204	1371	1059.33	1	1.03762
evm.model.07.566	339	276	0	0
novel_model_3347_5bd9a17a.4.5bd9b138	1542	1230.33	0	0
novel_model_3355_5bd9a17a.11.5bd9b138	2362	2050.33	0	0
novel_model_3345_5bd9a17a.6.5bd9b138	1553	1241.33	0	0
novel_model_3346_5bd9a17a.5.5bd9b138	1499	1187.33	0	0
novel_model_3354_5bd9a17a.12.5bd9b138	2290	1978.33	0	0
novel_model_3351_5bd9a17a.10.5bd9b138	1636	1324.33	0	0
novel_model_3352_5bd9a17a.9.5bd9b138	1641	1329.33	0	0
novel_model_3348_5bd9a17a.3.5bd9b138	1571	1259.33	0	0
novel_model_3343_5bd9a17a	1555	1243.33	0	0
novel_model_3350_5bd9a17a.1.5bd9b138	1576	1264.33	0	0
novel_model_3356_5bd9a17a.13.5bd9b138	2474	2162.33	0	0
novel_model_3353_5bd9a17a.8.5bd9b138	1691	1379.33	6	4.78139
novel_model_3344_5bd9a17a.7.5bd9b138	1638	1326.33	0	0
novel_model_3349_5bd9a17a.2.5bd9b138	1543	1231.33	0	0
evm.model.05.374	2385	2073.33	0	0
novel_model_1558_5bd9a17a.2.5bd9b135	883	571.333	2	3.8478
novel_model_1559_5bd9a17a.1.5bd9b135	1111	799.333	0	0
novel_model_1557_5bd9a17a	1145	833.333	0	0
evm.model.02.2638	966	654.333	12	20.1583
evm.model.09.1293	2415	2103.33	0	0
evm.model.09.664	837	525.333	46	96.2487
evm.model.04.1595	555	492	0	0
evm.model.03.758	306	243	0	0
evm.model.01.842	891	579.333	0	0
evm.model.06.786	396	333	0	0
evm.model.05.1370	1065	753.333	0	0
novel_model_4683_5bd9a17a	907	595.333	0	0
evm.model.06.447	336	273	0	0
evm.model.08.1694	216	153	0	0
evm.model.04.1544	501	438	0	0
evm.model.09.1553	840	528.333	50	104.024
evm.model.01.2368.1.5bd9b136	1042	730.333	0	0
evm.model.01.2368.1.5bdae6e4	1203	891.333	0	0
evm.model.01.2368	1369	1057.33	0	0
evm.model.01.2368.2.5bd9b136	518	455	1	2.4158
evm.model.01.2368.3.5bd9b136	526	463	1.38659e-07	3.29184e-07
evm.model.09.179	1299	987.333	0	0
evm.model.02.1757.1.5bd9b135	1772	1460.33	0	0
evm.model.02.1757.18.5bd9b135	2630	2318.33	0	0
evm.model.02.1757.15.5bd9b135	2403	2091.33	0	0
evm.model.02.1757.2.5bd9b135	1488	1176.33	0	0
evm.model.02.1757.10.5bd9b135	1971	1659.33	0	0
evm.model.02.1757.17.5bd9b135	2268	1956.33	0	0
evm.model.02.1757.7.5bd9b135	1490	1178.33	2.63043	2.45376
evm.model.02.1757.5.5bd9b135	1767	1455.33	0	0
evm.model.02.1757.8.5bd9b135	1838	1526.33	0	0
evm.model.02.1757.21.5bd9b135	2703	2391.33	0	0
evm.model.02.1757.6.5bd9b135	1950	1638.33	21.3696	14.3372
evm.model.02.1757.2.5bd9b135.1.5bdae6e1	1514	1202.33	3.06503e-08	2.80209e-08
evm.model.02.1757.19.5bd9b135	2400	2088.33	0	0
evm.model.02.1757.16.5bd9b135	2214	1902.33	0	0
evm.model.02.1757.20.5bd9b135	2571	2259.33	0	0
evm.model.02.1757.9.5bd9b135	1914	1602.33	0	0
evm.model.02.1757.13.5bd9b135	2195	1883.33	0	0
evm.model.02.1757.14.5bd9b135	2271	1959.33	0	0
evm.model.02.1757.4.5bd9b135	1605	1293.33	0	0
evm.model.02.1757.11.5bd9b135	2100	1788.33	0	0
evm.model.02.1757.3.5bd9b135	1581	1269.33	0	0
evm.model.02.1757.12.5bd9b135	2141	1829.33	0	0
evm.model.02.1757	1796	1484.33	0	0
evm.model.01.1500	1959	1647.33	12	8.00704
evm.model.08.659	2157	1845.33	0	0
evm.model.01.813	1235	923.333	184.248	219.34
evm.model.01.813.1.5bd9b134	1206	894.333	30.7518	37.7958
evm.model.01.2867	1050	738.333	47	69.9709
evm.model.02.2012	3618	3306.33	0	0
novel_model_2282_5bd9a17a.2.5bd9b136	1423	1111.33	0	0
novel_model_2281_5bd9a17a.1.5bd9b136	1328	1016.33	0	0
novel_model_2283_5bd9a17a.6.5bd9b136	1408	1096.33	2.46654	2.47296
novel_model_2278_5bd9a17a	749	686	27.8067	44.5551
novel_model_2285_5bd9a17a.7.5bd9b136	1454	1142.33	0	0
novel_model_2284_5bd9a17a.5.5bd9b136	990	678.333	38.0805	61.7066
novel_model_2280_5bd9a17a.4.5bd9b136	1262	950.333	97.0744	112.28
novel_model_2279_5bd9a17a.3.5bd9b136	1478	1166.33	4.45326	4.19689
novel_model_3781_5bd9a17a	464	401	1	2.74112
evm.model.10.758	1729	1417.33	10.0157	7.76753
evm.model.10.758.1.5bdae6df	1728	1416.33	18.9843	14.7333
evm.model.10.758.2.5bdae6df	2126	1814.33	0	0
evm.model.01.1598	2439	2127.33	0	0
evm.model.06.1490	1044	732.333	0	0
evm.model.01.1963	273	210	0	0
evm.model.01.2629	1194	882.333	33	41.1106
novel_model_457_5bda875f	1716	1404.33	7	5.47898
evm.model.01.2438	1086	774.333	5	7.09764
evm.model.05.676	1218	906.333	0	0
evm.model.09.698.1.5bd9b13c	814	502.333	1.71579	3.75444
evm.model.09.698	813	501.333	309.284	678.115
evm.model.02.2278	3576	3264.33	108	36.3665
evm.model.10.292	1008	696.333	0	0
evm.model.04.1106	946	634.333	110.389	191.285
evm.model.04.1106.1.5bd9b138	1184	872.333	0	0
evm.model.04.1106.3.5bd9b138	1402	1090.33	0	0
evm.model.04.1106.3.5bd9b138.1.5bdae6da	1096	784.333	80.6109	112.971
evm.model.04.1106.2.5bd9b138	1241	929.333	7.63763e-05	9.03356e-05
novel_model_1315_5bd9a17a	704	641	7	12.0036
evm.model.01.1084	228	165	0	0
evm.model.09.327	1520	1208.33	8.47645	7.7108
evm.model.09.327.2.5bd9b13c	1611	1299.33	208.04	175.994
evm.model.09.327.1.5bd9b13c	1475	1163.33	0	0
evm.model.01.2826	804	741	0	0
evm.model.02.450	813	501.333	0	0
novel_model_373_5bd9a17a.1.5bd9b134	806	743	0	0
novel_model_372_5bd9a17a	808	745	0	0
novel_model_374_5bd9a17a.2.5bd9b134	819	507.333	24.859	53.8596
novel_model_375_5bd9a17a.3.5bd9b134	1600	1288.33	0	0
evm.model.10.638	315	252	0	0
novel_model_7196_5bd9a17a	2151	1839.33	33.4726	20.0033
evm.model.01.2967	3990	3678.33	6	1.79297
evm.model.04.2088	2958	2646.33	102	42.367
evm.model.09.340	2409	2097.33	6	3.14453
evm.model.06.797	525	462	0	0
evm.model.03.893	477	414	0	0
evm.model.ctgX60.1	247	184	0	0
evm.model.03.871	1335	1023.33	8	8.59301
evm.model.06.1395.1.5bd9b13b	1222	910.333	2.1711	2.62151
evm.model.06.1395	1824	1512.33	67.8289	49.2992
evm.model.06.1327	555	492	0	0
evm.model.05.2093	483	420	0	0
evm.model.02.542	207	144	0	0
evm.model.07.333	1059	747.333	0	0
evm.model.07.1447	819	507.333	0	0
evm.model.03.896	1287	975.333	0	0
novel_model_4855_5bd9a17a	3034	2722.33	4.95195	1.99943
novel_model_4856_5bd9a17a.1.5bd9b13a	835	523.333	1.04805	2.20129
evm.model.08.310	357	294	1	3.73874
evm.model.04.1734	3786	3474.33	7	2.21462
evm.model.01.2254	579	516	0	0
evm.model.07.1639	3432	3120.33	12	4.2272
evm.model.03.576	399	336	0	0
evm.model.01.2897	3066	2754.33	0	0
evm.model.06.1841	1746	1434.33	50	38.3171
evm.model.04.690	597	534	0	0
evm.model.06.783	708	645	1	1.70417
evm.model.05.1912	1383	1071.33	0	0
evm.model.05.1261	525	462	0	0
evm.model.07.900	813	501.333	0	0
evm.model.02.2772	609	546	16	32.2107
evm.model.10.2237	651	588	0	0
evm.model.07.233	998	686.333	6	9.60923
evm.model.08.1255	570	507	12	26.0163
evm.model.04.1762	1417	1105.33	0	0
evm.model.04.1762.1.5bd9b139	1360	1048.33	10	10.4851
evm.model.03.1536	948	636.333	0	0
evm.model.04.1228	510	447	0	0
evm.model.01.330	1855	1543.33	5.60923	3.99499
evm.model.02.519	852	540.333	0	0
