target_id	length	eff_length	est_counts	tpm
novel_model_1083_5bd9a17a.2.5bd9b135	1907	1791	0	0
novel_model_1084_5bd9a17a.8.5bd9b135	1806	1690	8.84467	14.4519
novel_model_1090_5bd9a17a.12.5bd9b135	2445	2329	0	0
novel_model_1089_5bd9a17a.9.5bd9b135	2203	2087	0	0
novel_model_1082_5bd9a17a.3.5bd9b135	1830	1714	0	0
evm.model.06.765.5.5bd9b13a	1764	1648	0	0
evm.model.06.765.1.5bd9b13a.1.5bdae6dc	1622	1506	2	3.6672
evm.model.06.765	1685	1569	0	0
evm.model.06.765.3.5bd9b13a	1534	1418	0	0
evm.model.06.765.1.5bd9b13a	1562	1446	0	0
evm.model.06.765.4.5bd9b13a	1416	1300	0	0
evm.model.06.765.1.5bd9b13a.3.5bdae6dc	1344	1228	0	0
evm.model.06.765.2.5bd9b13a	1575	1459	0	0
evm.model.06.765.1.5bd9b13a.2.5bdae6dc	1509	1393	0	0
evm.model.02.983	1318	1202	21	48.2441
novel_model_3085_5bd9a17a.3.5bd9b137	1354	1238	0	0
novel_model_3087_5bd9a17a.5.5bd9b137	830	714	0	0
novel_model_3084_5bd9a17a.2.5bd9b137	1594	1478	0	0
novel_model_3082_5bd9a17a	1474	1358	0	0
novel_model_3083_5bd9a17a.1.5bd9b137	1491	1375	0	0
novel_model_3086_5bd9a17a.4.5bd9b137	998	882	0	0
evm.model.01.253	2123	2007	39	53.6595
evm.model.10.527	1360	1244	1	2.21978
evm.model.10.716	618	502	0	0
evm.model.01.2573.1.5bdae6e4	2371	2255	2.45079	3.00116
evm.model.01.2573	1932	1816	7.54921	11.4793
evm.model.01.2573.2.5bdae6e4	1777	1661	0	0
novel_model_7123_5bd9a17a	1058	942	1.47679	4.32908
novel_model_7124_5bd9a17a.1.5bd9b13d	2178	2062	5.52321	7.39661
evm.model.08.848	876	760	0	0
evm.model.04.382	1350	1234	0	0
novel_model_4000_5bd9a17a.2.5bd9b139	693	577	0	0
novel_model_3999_5bd9a17a.1.5bd9b139	1808	1692	6.99982	11.4239
novel_model_3998_5bd9a17a	1832	1716	0.000178351	0.000287004
evm.model.05.1109	792	676	0	0
evm.model.02.2308	1902	1786	3	4.63841
evm.model.06.1992	915	799	0	0
evm.model.03.487	510	394	0	0
evm.model.03.1358	1113	997	0	0
evm.model.02.2429	282	166	14	232.889
evm.model.06.12	270	154	0	0
evm.model.05.1857	1768	1652	0	0
evm.model.ctgX4.4	439	323	0	0
evm.model.06.394	354	238	0	0
evm.model.01.1200	1265	1149	2	4.80662
evm.model.09.1343	936	820	3	10.1027
evm.model.01.262	1257	1141	7	16.9411
novel_model_6630_5bd9a17a	718	602	0	0
evm.model.08.760	279	163	0	0
evm.model.02.1408	393	277	0	0
evm.model.07.103	708	592	0	0
evm.model.09.1354	993	877	26	81.8659
evm.model.04.1391	1599	1483	0	0
evm.model.04.259	1206	1090	4	10.1336
evm.model.07.352	1105	989	7	19.5448
evm.model.02.2796	1179	1063	0	0
novel_model_5765_5bd9a17a	1644	1528	0	0
evm.model.02.2001	1802	1686	0	0
evm.model.02.2001.1.5bdae6e2	1960	1844	0	0
evm.model.01.589	1515	1399	0	0
evm.model.04.1847	291	175	0	0
evm.model.04.1425	2065	1949	7	9.91781
evm.model.04.1425.1.5bd9b138	1838	1722	0	0
evm.model.03.556	558	442	0	0
evm.model.10.698	2789	2673	2	2.06614
evm.model.07.1694	732	616	0	0
novel_model_2166_5bd9a17a	1280	1164	5	11.8617
novel_model_2167_5bd9a17a.1.5bd9b136	1442	1326	0	0
evm.model.ctgX47.3	1833	1717	3.39842	5.46559
evm.model.ctgX47.3.1.5bd9b13d	4210	4094	0	0
evm.model.05.886	279	163	0	0
evm.model.02.2065	1953	1837	1	1.50321
evm.model.02.2065.1.5bd9b136	1449	1333	4	8.28627
novel_model_6569_5bd9a17a	777	661	3	12.5328
evm.model.06.1432	1347	1231	0	0
evm.model.05.1191	2379	2263	39	47.5893
novel_model_7212_5bd9a17a	1177	1061	17	44.2449
novel_model_7213_5bd9a17a.1.5bd9b13d	1008	892	0	0
evm.model.09.1315	1569	1453	0	0
evm.model.10.657	1438	1322	0	0
evm.model.08.1622	648	532	0	0
evm.model.01.2570	582	466	0	0
evm.model.04.484	687	571	0	0
evm.model.07.351	1476	1360	1	2.03044
evm.model.09.1395	3345	3229	0	0
evm.model.02.802	2547	2431	0	0
evm.model.10.1668	678	562	0	0
evm.model.04.2391	1509	1393	0	0
novel_model_63_5bd9a17a	751	635	3.00472	13.0665
evm.model.06.1951	1158	1042	27	71.5526
evm.model.03.595	1560	1444	2	3.82465
evm.model.02.1077	375	259	0	0
evm.model.06.119.1.5bd9b139	2034	1918	0	0
evm.model.06.119	1737	1621	16	27.2563
evm.model.05.103.2.5bdae6d8	1757	1641	0	0
evm.model.05.103	2356	2240	0	0
evm.model.05.103.1.5bd9b139	1069	953	0	0
evm.model.05.103.3.5bdae6d8	2018	1902	0	0
evm.model.05.103.1.5bdae6d8	1755	1639	0	0
novel_model_1458_5bd9a17a.1.5bd9b135	732	616	0	0
novel_model_1457_5bd9a17a	2652	2536	47.749	51.9929
novel_model_1459_5bd9a17a.3.5bd9b135	2174	2058	5.25105	7.04579
novel_model_1460_5bd9a17a.2.5bd9b135	972	856	0	0
evm.model.06.1767	1533	1417	8	15.5901
evm.model.01.540.1.5bdae6db	2840	2724	26	26.357
evm.model.01.540	3309	3193	0	0
evm.model.03.2082	3180	3064	1.51004	1.36091
novel_model_5571_5bd9a17a	1482	1366	0	0
evm.model.01.649	609	493	3	16.8037
novel_model_3887_5bd9a17a	1436	1320	0	0
evm.model.04.1579	1422	1306	1	2.1144
novel_model_6662_5bd9a17a	790	674	3	12.2911
evm.model.06.998	3723	3607	0	0
evm.model.03.1538	1761	1645	0	0
evm.model.06.696	2454	2338	1	1.1811
evm.model.07.587	357	241	0	0
evm.model.02.1067	1438	1322	4	8.35522
evm.model.01.3041	1170	1054	0	0
evm.model.05.134	3471	3355	16	13.1691
evm.model.03.874	1077	961	0	0
evm.model.01.276	2009	1893	14.1135	20.588
evm.model.01.276.1.5bd9b134	1927	1811	0	0
evm.model.02.582	369	253	0	0
evm.model.04.180	444	328	0	0
evm.model.03.1171	1602	1486	0	0
evm.model.09.549	375	259	12	127.941
evm.model.06.434	3822	3706	0	0
evm.model.03.327	597	481	0	0
evm.model.06.663	840	724	0	0
novel_model_1775_5bd9a17a	921	805	4	13.7212
evm.model.05.1854	492	376	0	0
evm.model.02.2416	3024	2908	6	5.69753
evm.model.03.324	4326	4210	0	0
novel_model_6690_5bd9a17a	637	521	0	0
evm.model.08.76	1977	1861	29	43.031
evm.model.06.2057	972	856	9	29.0334
evm.model.05.139	852	736	0	0
evm.model.02.806	282	166	0	0
evm.model.04.2203	1014	898	3	9.22517
evm.model.07.48	1062	946	1	2.91903
evm.model.02.352	977	861	0	0
evm.model.04.817	252	136	0	0
evm.model.07.1346	408	292	0	0
evm.model.04.339	1077	961	0	0
evm.model.03.1942	3246	3130	3	2.64671
evm.model.03.1061	855	739	0	0
evm.model.01.1749	552	436	0	0
evm.model.05.598	705	589	0	0
evm.model.02.2558	891	775	3	10.6893
evm.model.01.2344	288	172	0	0
evm.model.02.528	1461	1345	1	2.05309
evm.model.08.302	513	397	0	0
evm.model.09.476	396	280	0	0
evm.model.05.1105	612	496	0	0
evm.model.09.1601	3813	3697	8	5.97544
evm.model.09.759	414	298	0	0
evm.model.03.699	636	520	0	0
evm.model.03.1493	807	691	0	0
evm.model.ctgX3.11	1863	1747	0	0
evm.model.09.550	768	652	0	0
evm.model.08.1856	360	244	12	135.807
evm.model.04.1671.1.5bd9b138	1764	1648	0	0
evm.model.04.1671	1611	1495	0	0
evm.model.04.2079	207	91	1	30.3451
evm.model.09.177	1236	1120	0	0
evm.model.02.1323.1.5bd9b135	2968	2852	0	0
evm.model.02.1323.2.5bd9b135	2446	2330	0	0
evm.model.02.1323	2886	2770	751.719	749.385
evm.model.06.189.1.5bd9b139	2278	2162	3	3.83173
evm.model.06.189	2384	2268	0	0
evm.model.01.800	1077	961	0	0
evm.model.02.1302	1698	1582	12	20.9462
evm.model.09.295	1209	1093	0	0
evm.model.02.2783	249	133	1	20.7624
evm.model.10.836	912	796	3	10.4073
evm.model.09.1688	408	292	0	0
evm.model.03.666	1495	1379	10	20.0247
evm.model.03.666.1.5bd9b137	1515	1399	0	0
evm.model.03.666.3.5bd9b137	1040	924	0	0
evm.model.03.666.2.5bd9b137	1438	1322	0	0
evm.model.04.1509	732	616	0	0
evm.model.02.1086	1575	1459	1	1.89267
evm.model.05.3	414	298	3	27.7993
evm.model.10.1640	1353	1237	0	0
evm.model.07.1221	1185	1069	0	0
evm.model.07.1221.2.5bd9b13c	1455	1339	0	0
evm.model.07.1221.1.5bd9b13c	802	686	0	0
novel_model_3882_5bd9a17a	1242	1126	3	7.3572
evm.model.10.1787	1413	1297	0	0
evm.model.01.1203	879	763	4	14.4765
evm.model.09.514	768	652	1	4.23528
evm.model.01.1864	405	289	0	0
evm.model.04.211	1209	1093	5	12.6322
evm.model.04.465	225	109	0	0
novel_model_2540_5bd9a17a	2176	2060	4	5.36194
evm.model.07.1326	1931	1815	5	7.60716
evm.model.03.396	1888	1772	14	21.8169
evm.model.03.396.1.5bdae6db	2063	1947	0	0
evm.model.09.1119	2535	2419	18	20.5478
evm.model.04.2441	213	97	7	199.276
evm.model.05.948	579	463	0	0
evm.model.10.2003	621	505	0	0
evm.model.09.1339	216	100	0	0
evm.model.10.1061	2506	2390	13	15.0202
evm.model.ctgX1.8	1951	1835	0	0
evm.model.03.615	312	196	8	112.71
novel_model_473_5bd9a17a	1562	1446	0	0
evm.model.04.1608	585	469	0	0
evm.model.08.1465	621	505	0	0
novel_model_5156_5bd9a17a	734	618	0	0
evm.model.10.1477	357	241	0	0
evm.model.01.623.1.5bd9b134	1663	1547	0.0788792	0.1408
evm.model.01.623	1698	1582	35.9211	62.7008
evm.model.10.1317	723	607	0	0
evm.model.08.1956	1812	1696	0	0
novel_model_954_5bd9a17a	1688	1572	2.02292	3.55349
evm.model.10.586	1968	1852	0	0
evm.model.06.1195	714	598	0	0
evm.model.10.760	843	727	0	0
evm.model.09.401	480	364	0	0
novel_model_3983_5bd9a17a.1.5bd9b139	742	626	13	57.3454
novel_model_3982_5bd9a17a	814	698	0	0
novel_model_272_5bda875f	1777	1661	0	0
novel_model_274_5bda875f.2.5bdae6db	662	546	0	0
novel_model_273_5bda875f.1.5bdae6db	909	793	0	0
evm.model.01.2263	1135	1019	0	0
evm.model.01.2263.1.5bd9b136	1225	1109	0	0
evm.model.04.2364	1590	1474	6	11.2404
evm.model.06.824	1017	901	0	0
evm.model.10.1958	741	625	16	70.6919
evm.model.06.1161	5289	5173	9	4.80429
evm.model.07.528	402	286	0	0
evm.model.04.2457	645	529	10	52.2004
evm.model.04.1197	336	220	0	0
evm.model.10.1927	990	874	6	18.957
evm.model.07.1710	1416	1300	79	167.808
evm.model.10.979	4482	4366	3	1.89744
evm.model.04.2383	1899	1783	2	3.09748
evm.model.07.358	390	274	0	0
evm.model.10.1290	3371	3255	3	2.54507
evm.model.01.1522	4953	4837	6	3.42535
evm.model.06.1209	1023	907	0	0
evm.model.06.2049	1605	1489	0	0
novel_model_6175_5bd9a17a	877	761	6	21.7719
evm.model.10.154	3249	3133	10	8.81392
evm.model.03.204	1371	1255	0	0
evm.model.07.566	339	223	0	0
novel_model_3347_5bd9a17a.4.5bd9b138	1542	1426	0	0
novel_model_3355_5bd9a17a.11.5bd9b138	2362	2246	0	0
novel_model_3345_5bd9a17a.6.5bd9b138	1553	1437	0	0
novel_model_3346_5bd9a17a.5.5bd9b138	1499	1383	1	1.99667
novel_model_3354_5bd9a17a.12.5bd9b138	2290	2174	0	0
novel_model_3351_5bd9a17a.10.5bd9b138	1636	1520	0	0
novel_model_3352_5bd9a17a.9.5bd9b138	1641	1525	0	0
novel_model_3348_5bd9a17a.3.5bd9b138	1571	1455	0	0
novel_model_3343_5bd9a17a	1555	1439	0	0
novel_model_3350_5bd9a17a.1.5bd9b138	1576	1460	0	0
novel_model_3356_5bd9a17a.13.5bd9b138	2474	2358	0	0
novel_model_3353_5bd9a17a.8.5bd9b138	1691	1575	0	0
novel_model_3344_5bd9a17a.7.5bd9b138	1638	1522	0	0
novel_model_3349_5bd9a17a.2.5bd9b138	1543	1427	0	0
evm.model.05.374	2385	2269	0	0
novel_model_1558_5bd9a17a.2.5bd9b135	883	767	0	0
novel_model_1559_5bd9a17a.1.5bd9b135	1111	995	0	0
novel_model_1557_5bd9a17a	1145	1029	0	0
evm.model.02.2638	966	850	2	6.49741
evm.model.09.1293	2415	2299	0	0
evm.model.09.664	837	721	12	45.9595
evm.model.04.1595	555	439	0	0
evm.model.03.758	306	190	0	0
evm.model.01.842	891	775	0	0
evm.model.06.786	396	280	0	0
evm.model.05.1370	1065	949	0	0
novel_model_4683_5bd9a17a	907	791	0	0
evm.model.06.447	336	220	0	0
evm.model.08.1694	216	100	0	0
evm.model.04.1544	501	385	0	0
evm.model.09.1553	840	724	7	26.6986
evm.model.01.2368.1.5bd9b136	1042	926	0	0
evm.model.01.2368.1.5bdae6e4	1203	1087	0	0
evm.model.01.2368	1369	1253	0	0
evm.model.01.2368.2.5bd9b136	518	402	1	6.86915
evm.model.01.2368.3.5bd9b136	526	410	3.74188e-07	2.5202e-06
evm.model.09.179	1299	1183	0	0
evm.model.02.1757.1.5bd9b135	1772	1656	0	0
evm.model.02.1757.18.5bd9b135	2630	2514	0	0
evm.model.02.1757.15.5bd9b135	2403	2287	0	0
evm.model.02.1757.2.5bd9b135	1488	1372	0	0
evm.model.02.1757.10.5bd9b135	1971	1855	0	0
evm.model.02.1757.17.5bd9b135	2268	2152	0	0
evm.model.02.1757.7.5bd9b135	1490	1374	0	0
evm.model.02.1757.5.5bd9b135	1767	1651	0	0
evm.model.02.1757.8.5bd9b135	1838	1722	0	0
evm.model.02.1757.21.5bd9b135	2703	2587	0	0
evm.model.02.1757.6.5bd9b135	1950	1834	2.67612	4.02936
evm.model.02.1757.2.5bd9b135.1.5bdae6e1	1514	1398	0	0
evm.model.02.1757.19.5bd9b135	2400	2284	0	0
evm.model.02.1757.16.5bd9b135	2214	2098	0	0
evm.model.02.1757.20.5bd9b135	2571	2455	0	0
evm.model.02.1757.9.5bd9b135	1914	1798	0	0
evm.model.02.1757.13.5bd9b135	2195	2079	0	0
evm.model.02.1757.14.5bd9b135	2271	2155	0	0
evm.model.02.1757.4.5bd9b135	1605	1489	0	0
evm.model.02.1757.11.5bd9b135	2100	1984	0	0
evm.model.02.1757.3.5bd9b135	1581	1465	0	0
evm.model.02.1757.12.5bd9b135	2141	2025	0	0
evm.model.02.1757	1796	1680	6.32388	10.3945
evm.model.01.1500	1959	1843	2	2.99664
evm.model.08.659	2157	2041	0	0
evm.model.01.813	1235	1119	24	59.2258
evm.model.01.813.1.5bd9b134	1206	1090	0	0
evm.model.01.2867	1050	934	10	29.5653
evm.model.02.2012	3618	3502	0	0
novel_model_2282_5bd9a17a.2.5bd9b136	1423	1307	0	0
novel_model_2281_5bd9a17a.1.5bd9b136	1328	1212	0	0
novel_model_2283_5bd9a17a.6.5bd9b136	1408	1292	2.58858	5.5326
novel_model_2278_5bd9a17a	749	633	6.50773	28.3893
novel_model_2285_5bd9a17a.7.5bd9b136	1454	1338	0	0
novel_model_2284_5bd9a17a.5.5bd9b136	990	874	17.9037	56.5667
novel_model_2280_5bd9a17a.4.5bd9b136	1262	1146	0	0
novel_model_2279_5bd9a17a.3.5bd9b136	1478	1362	0	0
novel_model_3781_5bd9a17a	464	348	0	0
evm.model.10.758	1729	1613	4.24188	7.26196
evm.model.10.758.1.5bdae6df	1728	1612	6.75812	11.5768
evm.model.10.758.2.5bdae6df	2126	2010	0	0
evm.model.01.1598	2439	2323	0	0
evm.model.06.1490	1044	928	0	0
evm.model.01.1963	273	157	0	0
evm.model.01.2629	1194	1078	11	28.1776
novel_model_457_5bda875f	1716	1600	0	0
evm.model.01.2438	1086	970	2	5.69361
evm.model.05.676	1218	1102	0	0
evm.model.09.698.1.5bd9b13c	814	698	0	0
evm.model.09.698	813	697	47	186.206
evm.model.02.2278	3576	3460	18	14.3657
evm.model.10.292	1008	892	0	0
evm.model.04.1106	946	830	8.4	27.9467
evm.model.04.1106.1.5bd9b138	1184	1068	0	0
evm.model.04.1106.3.5bd9b138	1402	1286	0	0
evm.model.04.1106.3.5bd9b138.1.5bdae6da	1096	980	19.6	55.228
evm.model.04.1106.2.5bd9b138	1241	1125	0	0
novel_model_1315_5bd9a17a	704	588	3	14.0888
evm.model.01.1084	228	112	0	0
evm.model.09.327	1520	1404	0	0
evm.model.09.327.2.5bd9b13c	1611	1495	101.726	187.897
evm.model.09.327.1.5bd9b13c	1475	1359	1.14702	2.33068
evm.model.01.2826	804	688	0	0
evm.model.02.450	813	697	0	0
novel_model_373_5bd9a17a.1.5bd9b134	806	690	3.4892	13.9639
novel_model_372_5bd9a17a	808	692	0.396932	1.58394
novel_model_374_5bd9a17a.2.5bd9b134	819	703	2.85065e-06	1.11974e-05
novel_model_375_5bd9a17a.3.5bd9b134	1600	1484	0	0
evm.model.10.638	315	199	0	0
novel_model_7196_5bd9a17a	2151	2035	6.40206	8.68729
evm.model.01.2967	3990	3874	1	0.712804
evm.model.04.2088	2958	2842	15	14.5746
evm.model.09.340	2409	2293	0	0
evm.model.06.797	525	409	0	0
evm.model.03.893	477	361	0	0
evm.model.ctgX60.1	247	131	0	0
evm.model.03.871	1335	1219	0	0
evm.model.06.1395.1.5bd9b13b	1222	1106	0	0
evm.model.06.1395	1824	1708	6	9.70047
evm.model.06.1327	555	439	0	0
evm.model.05.2093	483	367	0	0
evm.model.02.542	207	91	0	0
evm.model.07.333	1059	943	0	0
evm.model.07.1447	819	703	0	0
evm.model.03.896	1287	1171	0	0
novel_model_4855_5bd9a17a	3034	2918	0	0
novel_model_4856_5bd9a17a.1.5bd9b13a	835	719	0	0
evm.model.08.310	357	241	1	11.4581
evm.model.04.1734	3786	3670	2	1.50485
evm.model.01.2254	579	463	0	0
evm.model.07.1639	3432	3316	4	3.331
evm.model.03.576	399	283	0	0
evm.model.01.2897	3066	2950	0	0
evm.model.06.1841	1746	1630	9	15.247
evm.model.04.690	597	481	0	0
evm.model.06.783	708	592	0	0
evm.model.05.1912	1383	1267	0	0
evm.model.05.1261	525	409	0	0
evm.model.07.900	813	697	0	0
evm.model.02.2772	609	493	1	5.60122
evm.model.10.2237	651	535	0	0
evm.model.07.233	998	882	2	6.26168
evm.model.08.1255	570	454	3	18.2471
evm.model.04.1762	1417	1301	0	0
evm.model.04.1762.1.5bd9b139	1360	1244	1	2.21978
evm.model.03.1536	948	832	0	0
evm.model.04.1228	510	394	0	0
evm.model.01.330	1855	1739	0	0
evm.model.02.519	852	736	0	0
evm.model.02.2431	837	721	1	3.82996
evm.model.06.2142	4935	4819	5	2.86512
evm.model.06.709.2.5bd9b13a	1564	1448	0	0
evm.model.06.709	1936	1820	0	0
evm.model.06.709.1.5bd9b13a	1936	1820	0	0
evm.model.01.336	522	406	0	0
evm.model.10.395	621	505	0	0
evm.model.08.1736	681	565	2	9.77487
evm.model.04.1539.1.5bd9b138	1777	1661	5	8.31246
evm.model.04.1539	1430	1314	0	0
evm.model.02.2977	2256	2140	0	0
evm.model.08.1969	1716	1600	0	0
evm.model.06.1370	1571	1455	0	0
evm.model.06.1370.2.5bd9b13b	2099	1983	0	0
evm.model.06.1370.1.5bd9b13b	1218	1102	0	0
evm.model.04.1180	312	196	0	0
evm.model.01.1601	654	538	0	0
evm.model.03.1586.1.5bd9b138	2895	2779	8.03385e-08	7.98298e-08
evm.model.03.1586.3.5bd9b138	2915	2799	0	0
evm.model.03.1586.2.5bd9b138	2830	2714	4.2095	4.28302
evm.model.03.1586	3546	3430	4.7905	3.85671
evm.model.05.1909	1812	1696	4	6.51274
evm.model.03.1953	544	428	0	0
evm.model.04.2283	1065	949	6	17.4588
evm.model.08.1204	2415	2299	0	0
evm.model.03.2092	731	615	6.69678	30.0691
evm.model.03.2092.1.5bd9b139	662	546	0	0
evm.model.03.2092.2.5bd9b139	716	600	2.30322	10.6002
evm.model.04.1155	2268	2152	0	0
evm.model.03.886	441	325	0	0
evm.model.07.1882	810	694	0	0
evm.model.08.982	432	316	0	0
evm.model.02.1474	309	193	0	0
evm.model.06.1795	3861	3745	0	0
evm.model.01.2828	612	496	40	222.694
evm.model.05.1175	2967	2851	0	0
evm.model.10.624	273	157	0	0
evm.model.06.716	372	256	0	0
evm.model.09.898	2394	2278	1	1.2122
evm.model.06.1414	513	397	0	0
novel_model_6499_5bd9a17a	557	441	4	25.0467
evm.model.03.395	4803	4687	0	0
evm.model.02.1281	522	406	0	0
evm.model.08.655	678	562	0	0
evm.model.09.209	756	640	11	47.4616
evm.model.09.209.1.5bd9b13c	780	664	0	0
