target_id	length	eff_length	est_counts	tpm
novel_model_4697_5bd9a17a.3.5bd9b13a	1473	1145.38	0	0
novel_model_4695_5bd9a17a	1463	1135.38	0	0
evm.model.07.1005	1782	1454.38	0	0
novel_model_740_5bd9a17a	1269	941.375	2	6.09488
novel_model_741_5bd9a17a.1.5bd9b134	1647	1319.38	0	0
evm.model.08.1532	927	599.375	0	0
novel_model_6193_5bd9a17a	879	551.375	1	5.20297
evm.model.01.2454	531	247	0	0
evm.model.02.1506	2190	1862.38	1	1.54039
evm.model.07.1130	930	602.375	0	0
evm.model.09.1624	1191	863.375	0	0
evm.model.06.1533	468	276.8	0	0
evm.model.04.1110	678	350.375	0	0
evm.model.07.1463	267	170	0	0
evm.model.06.2098	462	270.8	0	0
evm.model.04.1027	1029	701.375	0	0
evm.model.07.224	465	273.8	0	0
evm.model.02.1210	893	565.375	0	0
evm.model.10.593	1326	998.375	0	0
evm.model.07.1249	1864	1536.38	0	0
evm.model.07.1249.1.5bd9b13c	1797	1469.38	2	3.90477
evm.model.ctgX8.3	810	482.375	0	0
evm.model.05.1899	720	392.375	0	0
evm.model.ctgX2.51	324	227	0	0
evm.model.10.568	393	201.8	0	0
novel_model_2034_5bd9a17a	1139	811.375	0	0
evm.model.08.240	1680	1352.38	42	89.0944
evm.model.04.1217	1869	1541.38	0	0
novel_model_4415_5bd9a17a	911	583.375	4.88189	24.007
novel_model_4418_5bd9a17a.1.5bd9b139	1167	839.375	2.23537	7.63996
novel_model_4422_5bd9a17a.7.5bd9b139	1263	935.375	0	0
novel_model_4421_5bd9a17a.6.5bd9b139	1787	1459.38	0	0
novel_model_4416_5bd9a17a.3.5bd9b139	1129	801.375	0	0
novel_model_4417_5bd9a17a.2.5bd9b139	1134	806.375	0	0
novel_model_4420_5bd9a17a.4.5bd9b139	1317	989.375	1.88274	5.45918
novel_model_4419_5bd9a17a.5.5bd9b139	1738	1410.38	0	0
evm.model.09.83	4257	3929.38	8	5.8407
evm.model.ctgX9.4	621	337	0	0
evm.model.07.1620	1056	728.375	6	23.6317
evm.model.04.1330	2082	1754.38	127.2	208
novel_model_7239_5bd9a17a	1877	1549.38	0	0
evm.model.05.2045	1284	956.375	0	0
novel_model_4945_5bd9a17a	1472	1144.38	17	42.6166
evm.model.08.1636	339	147.8	4	77.6397
novel_model_1049_5bd9a17a	1564	1236.38	5.66161	13.1367
novel_model_1381_5bd9a17a	901	573.375	6	30.02
evm.model.06.742	1305	977.375	0	0
evm.model.08.394	270	173	0	0
evm.model.06.315	1489	1161.38	17	41.9928
evm.model.06.952.2.5bd9b13a	2324	1996.38	0	0
evm.model.06.952.3.5bd9b13a	1675	1347.38	1	2.12917
evm.model.06.952.1.5bd9b13a	2298	1970.38	0	0
evm.model.06.952	2384	2056.38	0	0
evm.model.08.1950	1071	743.375	21	81.0419
evm.model.01.2671	1173	845.375	31	105.199
evm.model.07.1875	993	665.375	1	4.31153
evm.model.03.447	1050	722.375	0	0
evm.model.05.488	1221	893.375	0	0
novel_model_5047_5bd9a17a.1.5bd9b13a	1291	963.375	0	0
novel_model_5046_5bd9a17a	1702	1374.38	11.7804	24.5896
evm.model.02.607	4431	4103.38	0	0
evm.model.08.1017	1335	1007.38	10	28.4778
evm.model.04.667	390	198.8	0	0
evm.model.06.162	303	206	0	0
evm.model.03.1820	1917	1589.38	0	0
evm.model.05.551	363	171.8	0	0
novel_model_1871_5bd9a17a	842	514.375	0	0
evm.model.08.1020	1620	1292.38	24	53.2747
evm.model.06.2013	2532	2204.38	33	42.9464
novel_model_1088_5bd9a17a.10.5bd9b135	2266	1938.38	0	0
novel_model_1085_5bd9a17a.7.5bd9b135	1952	1624.38	0	0
novel_model_1078_5bd9a17a	1813	1485.38	42.8733	82.8035
novel_model_1087_5bd9a17a.11.5bd9b135	2281	1953.38	0	0
novel_model_1081_5bd9a17a.4.5bd9b135	1877	1549.38	0	0
novel_model_1086_5bd9a17a.6.5bd9b135	1944	1616.38	0	0
novel_model_1079_5bd9a17a.5.5bd9b135	1888	1560.38	0.894694	1.64492
novel_model_1080_5bd9a17a.1.5bd9b135	1831	1503.38	19.5283	37.2645
novel_model_1083_5bd9a17a.2.5bd9b135	1907	1579.38	0	0
novel_model_1084_5bd9a17a.8.5bd9b135	1806	1478.38	0	0
novel_model_1090_5bd9a17a.12.5bd9b135	2445	2117.38	0	0
novel_model_1089_5bd9a17a.9.5bd9b135	2203	1875.38	2.70373	4.13593
novel_model_1082_5bd9a17a.3.5bd9b135	1830	1502.38	0	0
evm.model.06.765.5.5bd9b13a	1764	1436.38	0	0
evm.model.06.765.1.5bd9b13a.1.5bdae6dc	1622	1294.38	0	0
evm.model.06.765	1685	1357.38	8.98924	18.9986
evm.model.06.765.3.5bd9b13a	1534	1206.38	2.01076	4.78163
evm.model.06.765.1.5bd9b13a	1562	1234.38	0	0
evm.model.06.765.4.5bd9b13a	1416	1088.38	0	0
evm.model.06.765.1.5bd9b13a.3.5bdae6dc	1344	1016.38	0	0
evm.model.06.765.2.5bd9b13a	1575	1247.38	0	0
evm.model.06.765.1.5bd9b13a.2.5bdae6dc	1509	1181.38	0	0
evm.model.02.983	1318	990.375	88	254.907
novel_model_3085_5bd9a17a.3.5bd9b137	1354	1026.38	0	0
novel_model_3087_5bd9a17a.5.5bd9b137	830	502.375	0	0
novel_model_3084_5bd9a17a.2.5bd9b137	1594	1266.38	0	0
novel_model_3082_5bd9a17a	1474	1146.38	0	0
novel_model_3083_5bd9a17a.1.5bd9b137	1491	1163.38	0	0
novel_model_3086_5bd9a17a.4.5bd9b137	998	670.375	0	0
evm.model.01.253	2123	1795.38	95	151.798
evm.model.10.527	1360	1032.38	0	0
evm.model.10.716	618	334	0	0
evm.model.01.2573.1.5bdae6e4	2371	2043.38	0	0
evm.model.01.2573	1932	1604.38	21	37.5501
evm.model.01.2573.2.5bdae6e4	1777	1449.38	0	0
novel_model_7123_5bd9a17a	1058	730.375	4.39152	17.2491
novel_model_7124_5bd9a17a.1.5bd9b13d	2178	1850.38	6.60848	10.2457
evm.model.08.848	876	548.375	0	0
evm.model.04.382	1350	1022.38	0	0
novel_model_4000_5bd9a17a.2.5bd9b139	693	365.375	0	0
novel_model_3999_5bd9a17a.1.5bd9b139	1808	1480.38	0	0
novel_model_3998_5bd9a17a	1832	1504.38	8	15.2557
evm.model.05.1109	792	464.375	1	6.17774
evm.model.02.2308	1902	1574.38	4	7.2887
evm.model.06.1992	915	587.375	0	0
evm.model.03.487	510	265.833	0	0
evm.model.03.1358	1113	785.375	0	0
evm.model.02.2429	282	185	21	325.646
evm.model.06.12	270	173	0	0
evm.model.05.1857	1768	1440.38	0	0
evm.model.ctgX4.4	439	247.8	0	0
evm.model.06.394	354	162.8	0	0
evm.model.01.1200	1265	937.375	2	6.12089
evm.model.09.1343	936	608.375	5	23.5774
evm.model.01.262	1257	929.375	10	30.8679
novel_model_6630_5bd9a17a	718	390.375	0	0
evm.model.08.760	279	182	0	0
evm.model.02.1408	393	201.8	0	0
evm.model.07.103	708	380.375	0	0
evm.model.09.1354	993	665.375	29	125.034
evm.model.04.1391	1599	1271.38	0	0
evm.model.04.259	1206	878.375	14	45.7242
evm.model.07.352	1105	777.375	32	118.091
evm.model.02.2796	1179	851.375	0	0
novel_model_5765_5bd9a17a	1644	1316.38	3.61593	7.88021
evm.model.02.2001	1802	1474.38	0	0
evm.model.02.2001.1.5bdae6e2	1960	1632.38	0	0
evm.model.01.589	1515	1187.38	0	0
evm.model.04.1847	291	194	0	0
evm.model.04.1425	2065	1737.38	10	16.5122
evm.model.04.1425.1.5bd9b138	1838	1510.38	0	0
evm.model.03.556	558	274	0	0
evm.model.10.698	2789	2461.38	2	2.33104
evm.model.07.1694	732	404.375	0	0
novel_model_2166_5bd9a17a	1280	952.375	0	0
novel_model_2167_5bd9a17a.1.5bd9b136	1442	1114.38	6	15.4461
evm.model.ctgX47.3	1833	1505.38	4.95038	9.43392
evm.model.ctgX47.3.1.5bd9b13d	4210	3882.38	1.63331	1.20689
evm.model.05.886	279	182	0	0
evm.model.02.2065	1953	1625.38	2.58057	4.55471
evm.model.02.2065.1.5bd9b136	1449	1121.38	7.41943	18.9809
novel_model_6569_5bd9a17a	777	449.375	4	25.5358
evm.model.06.1432	1347	1019.38	0	0
evm.model.05.1191	2379	2051.38	64	89.5021
novel_model_7212_5bd9a17a	1177	849.375	12.8123	43.2738
novel_model_7213_5bd9a17a.1.5bd9b13d	1008	680.375	4.18772	17.6574
evm.model.09.1315	1569	1241.38	0	0
evm.model.10.657	1438	1110.38	0	0
evm.model.08.1622	648	320.375	0	0
evm.model.01.2570	582	298	0	0
evm.model.04.484	687	359.375	1	7.98271
evm.model.07.351	1476	1148.38	0	0
evm.model.09.1395	3345	3017.38	0	0
evm.model.02.802	2547	2219.38	1	1.29261
evm.model.10.1668	678	350.375	0	0
evm.model.04.2391	1509	1181.38	1	2.42834
novel_model_63_5bd9a17a	751	423.375	0	0
evm.model.06.1951	1158	830.375	52	179.65
evm.model.03.595	1560	1232.38	3.0344	7.06363
evm.model.02.1077	375	183.8	0	0
evm.model.06.119.1.5bd9b139	2034	1706.38	5.74537	9.65921
evm.model.06.119	1737	1409.38	36.2546	73.7964
evm.model.05.103.2.5bdae6d8	1757	1429.38	0	0
evm.model.05.103	2356	2028.38	0	0
evm.model.05.103.1.5bd9b139	1069	741.375	0	0
evm.model.05.103.3.5bdae6d8	2018	1690.38	0	0
evm.model.05.103.1.5bdae6d8	1755	1427.38	0	0
novel_model_1458_5bd9a17a.1.5bd9b135	732	404.375	0	0
novel_model_1457_5bd9a17a	2652	2324.38	89	109.845
novel_model_1459_5bd9a17a.3.5bd9b135	2174	1846.38	0	0
novel_model_1460_5bd9a17a.2.5bd9b135	972	644.375	0	0
evm.model.06.1767	1533	1205.38	9	21.4199
evm.model.01.540.1.5bdae6db	2840	2512.38	74	84.4978
evm.model.01.540	3309	2981.38	0	0
evm.model.03.2082	3180	2852.38	2.41071	2.42458
novel_model_5571_5bd9a17a	1482	1154.38	0	0
evm.model.01.649	609	325	2	17.6541
novel_model_3887_5bd9a17a	1436	1108.38	0	0
evm.model.04.1579	1422	1094.38	0	0
novel_model_6662_5bd9a17a	790	462.375	4	24.8178
evm.model.06.998	3723	3395.38	0	0
evm.model.03.1538	1761	1433.38	0	0
evm.model.06.696	2454	2126.38	2	2.69829
evm.model.07.587	357	165.8	0	0
evm.model.02.1067	1438	1110.38	17	43.9215
evm.model.01.3041	1170	842.375	0	0
evm.model.05.134	3471	3143.38	23	20.9908
evm.model.03.874	1077	749.375	0	0
evm.model.01.276	2009	1681.38	44.2712	75.5362
evm.model.01.276.1.5bd9b134	1927	1599.38	5.50469	9.87372
evm.model.02.582	369	177.8	0	0
evm.model.04.180	444	252.8	0	0
evm.model.03.1171	1602	1274.38	0	0
evm.model.09.549	375	183.8	6	93.6492
evm.model.06.434	3822	3494.38	0	0
evm.model.03.327	597	313	1	9.16545
evm.model.06.663	840	512.375	0	0
novel_model_1775_5bd9a17a	921	593.375	0	0
evm.model.05.1854	492	300.8	0	0
evm.model.02.2416	3024	2696.38	38	40.4298
evm.model.03.324	4326	3998.38	0	0
novel_model_6690_5bd9a17a	637	309.375	0	0
evm.model.08.76	1977	1649.38	42	73.0513
evm.model.06.2057	972	644.375	6	26.7123
evm.model.05.139	852	524.375	0	0
evm.model.02.806	282	185	0	0
evm.model.04.2203	1014	686.375	15	62.6943
evm.model.07.48	1062	734.375	4	15.6257
evm.model.02.352	977	649.375	0	0
evm.model.04.817	252	155	0	0
evm.model.07.1346	408	216.8	0	0
evm.model.04.339	1077	749.375	0	0
evm.model.03.1942	3246	2918.38	1	0.983008
evm.model.03.1061	855	527.375	0	0
evm.model.01.1749	552	268	0	0
evm.model.05.598	705	377.375	0	0
evm.model.02.2558	891	563.375	0	0
evm.model.01.2344	288	191	0	0
evm.model.02.528	1461	1133.38	1	2.53119
evm.model.08.302	513	268.833	0	0
evm.model.09.476	396	204.8	0	0
evm.model.05.1105	612	328	0	0
evm.model.09.1601	3813	3485.38	18	14.8157
evm.model.09.759	414	222.8	0	0
evm.model.03.699	636	308.375	0	0
evm.model.03.1493	807	479.375	0	0
evm.model.ctgX3.11	1863	1535.38	0	0
evm.model.09.550	768	440.375	0	0
evm.model.08.1856	360	168.8	5	84.9759
evm.model.04.1671.1.5bd9b138	1764	1436.38	0	0
evm.model.04.1671	1611	1283.38	0	0
evm.model.04.2079	207	165.5	0	0
evm.model.09.177	1236	908.375	0	0
evm.model.02.1323.1.5bd9b135	2968	2640.38	0	0
evm.model.02.1323.2.5bd9b135	2446	2118.38	0	0
evm.model.02.1323	2886	2558.38	1676.44	1879.85
evm.model.06.189.1.5bd9b139	2278	1950.38	8	11.7671
evm.model.06.189	2384	2056.38	0	0
evm.model.01.800	1077	749.375	0	0
evm.model.02.1302	1698	1370.38	21	43.9621
evm.model.09.295	1209	881.375	0	0
evm.model.02.2783	249	152	0	0
evm.model.10.836	912	584.375	4	19.6366
evm.model.09.1688	408	216.8	0	0
evm.model.03.666	1495	1167.38	28.2223	69.3553
evm.model.03.666.1.5bd9b137	1515	1187.38	0	0
evm.model.03.666.3.5bd9b137	1040	712.375	6.77775	27.2945
evm.model.03.666.2.5bd9b137	1438	1110.38	0	0
evm.model.04.1509	732	404.375	0	0
evm.model.02.1086	1575	1247.38	8	18.3989
evm.model.05.3	414	222.8	4	51.5042
evm.model.10.1640	1353	1025.38	2	5.59558
evm.model.07.1221	1185	857.375	0	0
evm.model.07.1221.2.5bd9b13c	1455	1127.38	0	0
evm.model.07.1221.1.5bd9b13c	802	474.375	0	0
novel_model_3882_5bd9a17a	1242	914.375	5.55827	17.4387
evm.model.10.1787	1413	1085.38	6	15.8588
evm.model.01.1203	879	551.375	2	10.4059
evm.model.09.514	768	440.375	3	19.5432
evm.model.01.1864	405	213.8	0	0
evm.model.04.211	1209	881.375	23	74.8627
evm.model.04.465	225	128	0	0
novel_model_2540_5bd9a17a	2176	1848.38	8	12.4165
evm.model.07.1326	1931	1603.38	9	16.103
evm.model.03.396	1888	1560.38	23	42.286
evm.model.03.396.1.5bdae6db	2063	1735.38	0	0
evm.model.09.1119	2535	2207.38	22	28.592
evm.model.04.2441	213	116	5	123.655
evm.model.05.948	579	295	0	0
evm.model.10.2003	621	337	0	0
evm.model.09.1339	216	119	0	0
evm.model.10.1061	2506	2178.38	18	23.7049
evm.model.ctgX1.8	1951	1623.38	2	3.53435
evm.model.03.615	312	215	23	306.893
novel_model_473_5bd9a17a	1562	1234.38	1	2.32408
evm.model.04.1608	585	301	0	0
evm.model.08.1465	621	337	0	0
novel_model_5156_5bd9a17a	734	406.375	0	0
evm.model.10.1477	357	165.8	0	0
evm.model.01.623.1.5bd9b134	1663	1335.38	63	135.343
evm.model.01.623	1698	1370.38	0	0
evm.model.10.1317	723	395.375	0	0
evm.model.08.1956	1812	1484.38	4	7.73062
novel_model_954_5bd9a17a	1688	1360.38	2.02634	4.27319
evm.model.10.586	1968	1640.38	0	0
evm.model.06.1195	714	386.375	0	0
evm.model.10.760	843	515.375	0	0
evm.model.09.401	480	288.8	0	0
novel_model_3983_5bd9a17a.1.5bd9b139	742	414.375	12	83.078
novel_model_3982_5bd9a17a	814	486.375	0	0
novel_model_272_5bda875f	1777	1449.38	0	0
novel_model_274_5bda875f.2.5bdae6db	662	334.375	0	0
novel_model_273_5bda875f.1.5bdae6db	909	581.375	0	0
evm.model.01.2263	1135	807.375	0	0
evm.model.01.2263.1.5bd9b136	1225	897.375	0	0
evm.model.04.2364	1590	1262.38	8	18.1802
evm.model.06.824	1017	689.375	0	0
evm.model.10.1958	741	413.375	31	215.137
evm.model.06.1161	5289	4961.38	16	9.25158
evm.model.07.528	402	210.8	0	0
evm.model.04.2457	645	317.375	12	108.469
evm.model.04.1197	336	144.8	0	0
evm.model.10.1927	990	662.375	6	25.9864
evm.model.07.1710	1416	1088.38	300	790.753
evm.model.10.979	4482	4154.38	4	2.76218
evm.model.04.2383	1899	1571.38	0	0
evm.model.07.358	390	198.8	0	0
evm.model.10.1290	3371	3043.38	4	3.77053
evm.model.01.1522	4953	4625.38	6	3.72137
evm.model.06.1209	1023	695.375	0	0
evm.model.06.2049	1605	1277.38	0	0
novel_model_6175_5bd9a17a	877	549.375	6	31.3314
evm.model.10.154	3249	2921.38	10	9.81998
evm.model.03.204	1371	1043.38	0	0
evm.model.07.566	339	147.8	0	0
novel_model_3347_5bd9a17a.4.5bd9b138	1542	1214.38	0	0
novel_model_3355_5bd9a17a.11.5bd9b138	2362	2034.38	0	0
novel_model_3345_5bd9a17a.6.5bd9b138	1553	1225.38	0	0
novel_model_3346_5bd9a17a.5.5bd9b138	1499	1171.38	0	0
novel_model_3354_5bd9a17a.12.5bd9b138	2290	1962.38	0	0
novel_model_3351_5bd9a17a.10.5bd9b138	1636	1308.38	0	0
novel_model_3352_5bd9a17a.9.5bd9b138	1641	1313.38	0	0
novel_model_3348_5bd9a17a.3.5bd9b138	1571	1243.38	0	0
novel_model_3343_5bd9a17a	1555	1227.38	0	0
novel_model_3350_5bd9a17a.1.5bd9b138	1576	1248.38	0	0
novel_model_3356_5bd9a17a.13.5bd9b138	2474	2146.38	0	0
novel_model_3353_5bd9a17a.8.5bd9b138	1691	1363.38	0	0
novel_model_3344_5bd9a17a.7.5bd9b138	1638	1310.38	0	0
novel_model_3349_5bd9a17a.2.5bd9b138	1543	1215.38	0	0
evm.model.05.374	2385	2057.38	0	0
novel_model_1558_5bd9a17a.2.5bd9b135	883	555.375	0	0
novel_model_1559_5bd9a17a.1.5bd9b135	1111	783.375	2	7.32417
novel_model_1557_5bd9a17a	1145	817.375	0	0
evm.model.02.2638	966	638.375	4	17.9756
evm.model.09.1293	2415	2087.38	0	0
evm.model.09.664	837	509.375	12	67.5837
evm.model.04.1595	555	271	0	0
evm.model.03.758	306	209	0	0
evm.model.01.842	891	563.375	0	0
evm.model.06.786	396	204.8	0	0
evm.model.05.1370	1065	737.375	0	0
novel_model_4683_5bd9a17a	907	579.375	0	0
evm.model.06.447	336	144.8	0	0
evm.model.08.1694	216	119	0	0
evm.model.04.1544	501	309.8	0	0
evm.model.09.1553	840	512.375	8	44.792
evm.model.01.2368.1.5bd9b136	1042	714.375	0	0
evm.model.01.2368.1.5bdae6e4	1203	875.375	0	0
evm.model.01.2368	1369	1041.38	0	0
evm.model.01.2368.2.5bd9b136	518	273.833	0	0
evm.model.01.2368.3.5bd9b136	526	242	0	0
evm.model.09.179	1299	971.375	0	0
evm.model.02.1757.1.5bd9b135	1772	1444.38	0	0
evm.model.02.1757.18.5bd9b135	2630	2302.38	0	0
evm.model.02.1757.15.5bd9b135	2403	2075.38	0	0
evm.model.02.1757.2.5bd9b135	1488	1160.38	0	0
evm.model.02.1757.10.5bd9b135	1971	1643.38	0	0
evm.model.02.1757.17.5bd9b135	2268	1940.38	0	0
evm.model.02.1757.7.5bd9b135	1490	1162.38	11	27.1484
evm.model.02.1757.5.5bd9b135	1767	1439.38	0	0
evm.model.02.1757.8.5bd9b135	1838	1510.38	0	0
evm.model.02.1757.21.5bd9b135	2703	2375.38	0	0
evm.model.02.1757.6.5bd9b135	1950	1622.38	0	0
evm.model.02.1757.2.5bd9b135.1.5bdae6e1	1514	1186.38	0	0
evm.model.02.1757.19.5bd9b135	2400	2072.38	0	0
evm.model.02.1757.16.5bd9b135	2214	1886.38	0	0
evm.model.02.1757.20.5bd9b135	2571	2243.38	0	0
evm.model.02.1757.9.5bd9b135	1914	1586.38	0	0
evm.model.02.1757.13.5bd9b135	2195	1867.38	0	0
evm.model.02.1757.14.5bd9b135	2271	1943.38	0	0
evm.model.02.1757.4.5bd9b135	1605	1277.38	0	0
evm.model.02.1757.11.5bd9b135	2100	1772.38	0	0
evm.model.02.1757.3.5bd9b135	1581	1253.38	0	0
evm.model.02.1757.12.5bd9b135	2141	1813.38	0	0
evm.model.02.1757	1796	1468.38	0	0
evm.model.01.1500	1959	1631.38	3	5.27552
evm.model.08.659	2157	1829.38	0	0
evm.model.01.813	1235	907.375	21.2414	67.1575
evm.model.01.813.1.5bd9b134	1206	878.375	4.75861	15.5417
evm.model.01.2867	1050	722.375	18	71.4838
evm.model.02.2012	3618	3290.38	0	0
novel_model_2282_5bd9a17a.2.5bd9b136	1423	1095.38	0	0
novel_model_2281_5bd9a17a.1.5bd9b136	1328	1000.38	0	0
novel_model_2283_5bd9a17a.6.5bd9b136	1408	1080.38	4.71627	12.5234
novel_model_2278_5bd9a17a	749	421.375	9.47552	64.5108
novel_model_2285_5bd9a17a.7.5bd9b136	1454	1126.38	3.42401	8.72068
novel_model_2284_5bd9a17a.5.5bd9b136	990	662.375	0.695196	3.01093
novel_model_2280_5bd9a17a.4.5bd9b136	1262	934.375	13.2598	40.7111
novel_model_2279_5bd9a17a.3.5bd9b136	1478	1150.38	2.42922	6.05796
novel_model_3781_5bd9a17a	464	272.8	0	0
evm.model.10.758	1729	1401.38	6.50276	13.3119
evm.model.10.758.1.5bdae6df	1728	1400.38	13.4972	27.6502
evm.model.10.758.2.5bdae6df	2126	1798.38	0	0
evm.model.01.1598	2439	2111.38	0	0
evm.model.06.1490	1044	716.375	0	0
evm.model.01.1963	273	176	0	0
evm.model.01.2629	1194	866.375	17	56.2913
novel_model_457_5bda875f	1716	1388.38	3	6.19887
evm.model.01.2438	1086	758.375	0	0
evm.model.05.676	1218	890.375	0	0
evm.model.09.698.1.5bd9b13c	814	486.375	3.6895	21.7618
evm.model.09.698	813	485.375	81.3105	480.582
evm.model.02.2278	3576	3248.38	33	29.1438
evm.model.10.292	1008	680.375	0	0
evm.model.04.1106	946	618.375	25.4563	118.098
evm.model.04.1106.1.5bd9b138	1184	856.375	0	0
evm.model.04.1106.3.5bd9b138	1402	1074.38	0	0
evm.model.04.1106.3.5bd9b138.1.5bdae6da	1096	768.375	15.5437	58.0335
evm.model.04.1106.2.5bd9b138	1241	913.375	0	0
novel_model_1315_5bd9a17a	704	376.375	0	0
evm.model.01.1084	228	131	0	0
evm.model.09.327	1520	1192.38	0	0
evm.model.09.327.2.5bd9b13c	1611	1283.38	79.1437	176.913
evm.model.09.327.1.5bd9b13c	1475	1147.38	0	0
evm.model.01.2826	804	476.375	0	0
evm.model.02.450	813	485.375	0	0
novel_model_373_5bd9a17a.1.5bd9b134	806	478.375	1.97237	11.8282
novel_model_372_5bd9a17a	808	480.375	0.0276307	0.16501
novel_model_374_5bd9a17a.2.5bd9b134	819	491.375	0	0
novel_model_375_5bd9a17a.3.5bd9b134	1600	1272.38	0	0
evm.model.10.638	315	218	0	0
novel_model_7196_5bd9a17a	2151	1823.38	8.777	13.8092
evm.model.01.2967	3990	3662.38	4	3.13325
evm.model.04.2088	2958	2630.38	25	27.2659
evm.model.09.340	2409	2081.38	0	0
evm.model.06.797	525	241	0	0
evm.model.03.893	477	285.8	0	0
evm.model.ctgX60.1	247	150	0	0
evm.model.03.871	1335	1007.38	1	2.84778
evm.model.06.1395.1.5bd9b13b	1222	894.375	2.08596	6.69091
evm.model.06.1395	1824	1496.38	14.914	28.5925
evm.model.06.1327	555	271	0	0
evm.model.05.2093	483	291.8	0	0
evm.model.02.542	207	165.5	0	0
evm.model.07.333	1059	731.375	0	0
evm.model.07.1447	819	491.375	0	0
evm.model.03.896	1287	959.375	0	0
novel_model_4855_5bd9a17a	3034	2706.38	2	2.12002
novel_model_4856_5bd9a17a.1.5bd9b13a	835	507.375	0	0
evm.model.08.310	357	165.8	0	0
evm.model.04.1734	3786	3458.38	1	0.829518
evm.model.01.2254	579	295	0	0
evm.model.07.1639	3432	3104.38	7	6.46877
evm.model.03.576	399	207.8	0	0
evm.model.01.2897	3066	2738.38	1	1.04762
evm.model.06.1841	1746	1418.38	9	18.2033
evm.model.04.690	597	313	0	0
evm.model.06.783	708	380.375	1	7.54199
evm.model.05.1912	1383	1055.38	0	0
evm.model.05.1261	525	241	0	0
evm.model.07.900	813	485.375	0	0
evm.model.02.2772	609	325	13	114.751
evm.model.10.2237	651	323.375	0	0
evm.model.07.233	998	670.375	2	8.55875
evm.model.08.1255	570	286	5	50.1536
evm.model.04.1762	1417	1089.38	0	0
evm.model.04.1762.1.5bd9b139	1360	1032.38	1	2.77882
evm.model.03.1536	948	620.375	0	0
evm.model.04.1228	510	265.833	0	0
evm.model.01.330	1855	1527.38	0	0
evm.model.02.519	852	524.375	0	0
evm.model.02.2431	837	509.375	4	22.5279
evm.model.06.2142	4935	4607.38	10	6.22651
